provinsi,kabupaten_kota,tahun,garis_kemiskinan_rupiah_kapita_bulan_2020,garis_kemiskinan_rupiah_kapita_bulan_2021,garis_kemiskinan_rupiah_kapita_bulan_2022,garis_kemiskinan_rupiah_kapita_bulan_2023,garis_kemiskinan_rupiah_kapita_bulan_2024,indeks_pembangunan_gender_2020,indeks_pembangunan_gender_2021,indeks_pembangunan_gender_2022,indeks_pembangunan_gender_2023,indeks_pembangunan_gender_2024,kepadatan_penduduk_jiwa_km2_2020,kepadatan_penduduk_jiwa_km2_2021,kepadatan_penduduk_jiwa_km2_2022,kepadatan_penduduk_jiwa_km2_2023,kepadatan_penduduk_jiwa_km2_2024,pdrb_adhk_milyar_rupiah_2020,pdrb_adhk_milyar_rupiah_2021,pdrb_adhk_milyar_rupiah_2022,pdrb_adhk_milyar_rupiah_2023,pdrb_adhk_milyar_rupiah_2024,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2020,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2021,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2022,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2023,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2024,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2020,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2021,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2022,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2023,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2024,indeks_pembangunan_manusia,rata_rata_lama_sekolah_tahun,umur_harapan_hidup_tahun,pengeluaran_per_kapita_rupiah_kapita_tahun,persentase_penduduk_miskin_persen
Bali,Bangli,2022,346458,370732,401650,436928,465572,91.54,91.58,91.86,92.23,92.58,527,535,544,496,498,4399.19,4384.73,4507.38,4665-01-01 00:00:00,4876.68,11268,11201,11424,11670,12148,90.53,87.01,92.41,91.58,92.49,71.47,7.47,70.97,,5.28
Bali,Bangli,2023,346458,370732,401650,436928,465572,91.54,91.58,91.86,92.23,92.58,527,535,544,496,498,4399.19,4384.73,4507.38,4665-01-01 00:00:00,4876.68,11268,11201,11424,11670,12148,90.53,87.01,92.41,91.58,92.49,71.99,7.57,71.33,,5.28
Bali,Bangli,2024,346458,370732,401650,436928,465572,91.54,91.58,91.86,92.23,92.58,527,535,544,496,498,4399.19,4384.73,4507.38,4665-01-01 00:00:00,4876.68,11268,11201,11424,11670,12148,90.53,87.01,92.41,91.58,92.49,72.51,7.58,71.63,,2026-06-05 00:00:00
Bali,Karang Asem,2020,330441,354123,376229,404083,432414,88.93,88.96,89.9,90.17,90.67,587,597,609,596,599,10630.37,10570.6,10843.41,11179.22,11663.31,10237,10175,10278,10753,11176,85.44,87.36,90.24,90.55,91.31,68.5,6.32,70.47,,5.91
Bali,Karang Asem,2021,330441,354123,376229,404083,432414,88.93,88.96,89.9,90.17,90.67,587,597,609,596,599,10630.37,10570.6,10843.41,11179.22,11663.31,10237,10175,10278,10753,11176,85.44,87.36,90.24,90.55,91.31,68.58,6.33,70.56,,6.78
Bali,Karang Asem,2022,330441,354123,376229,404083,432414,88.93,88.96,89.9,90.17,90.67,587,597,609,596,599,10630.37,10570.6,10843.41,11179.22,11663.31,10237,10175,10278,10753,11176,85.44,87.36,90.24,90.55,91.31,69.48,6.67,70.89,,6.98
Bali,Karang Asem,2023,330441,354123,376229,404083,432414,88.93,88.96,89.9,90.17,90.67,587,597,609,596,599,10630.37,10570.6,10843.41,11179.22,11663.31,10237,10175,10278,10753,11176,85.44,87.36,90.24,90.55,91.31,70.09,6.68,71.25,,6.56
Bali,Karang Asem,2024,330441,354123,376229,404083,432414,88.93,88.96,89.9,90.17,90.67,587,597,609,596,599,10630.37,10570.6,10843.41,11179.22,11663.31,10237,10175,10278,10753,11176,85.44,87.36,90.24,90.55,91.31,70.91,2026-07-06 00:00:00,71.53,,6.52
Bali,Buleleng,2020,424602,461018,496390,537262,570129,91.59,91.65,91.85,91.99,92.24,580,591,605,612,616,22066.16,21785.73,22463.38,23281.43,24453.82,13463,13362,13529,13987,14377,91.71,94.15,92.41,90.99,93.79,73.6,7.24,71.83,,5.32
Bali,Buleleng,2021,424602,461018,496390,537262,570129,91.59,91.65,91.85,91.99,92.24,580,591,605,612,616,22066.16,21785.73,22463.38,23281.43,24453.82,13463,13362,13529,13987,14377,91.71,94.15,92.41,90.99,93.79,73.6,7.25,71.95,,2026-12-06 00:00:00
Bali,Buleleng,2022,424602,461018,496390,537262,570129,91.59,91.65,91.85,91.99,92.24,580,591,605,612,616,22066.16,21785.73,22463.38,23281.43,24453.82,13463,13362,13529,13987,14377,91.71,94.15,92.41,90.99,93.79,74.48,7.56,72.32,,6.21
Bali,Buleleng,2023,424602,461018,496390,537262,570129,91.59,91.65,91.85,91.99,92.24,580,591,605,612,616,22066.16,21785.73,22463.38,23281.43,24453.82,13463,13362,13529,13987,14377,91.71,94.15,92.41,90.99,93.79,74.87,7.57,72.7,,5.85
Bali,Buleleng,2024,424602,461018,496390,537262,570129,91.59,91.65,91.85,91.99,92.24,580,591,605,612,616,22066.16,21785.73,22463.38,23281.43,24453.82,13463,13362,13529,13987,14377,91.71,94.15,92.41,90.99,93.79,75.35,7.69,72.92,,5.39
Bali,Kota Denpasar,2020,618064,662499,712815,778203,820512,96.77,96.88,96.92,96.68,96.77,5676,5686,5688,5946,6003,32740.22,32439.61,34066.71,36004.3,38001.22,19723,19598,19850,20128,20763,98.74,99.97,100,99.92,99.01,83.95,11.47,74.82,,2.14
Bali,Kota Denpasar,2021,618064,662499,712815,778203,820512,96.77,96.88,96.92,96.68,96.77,5676,5686,5688,5946,6003,32740.22,32439.61,34066.71,36004.3,38001.22,19723,19598,19850,20128,20763,98.74,99.97,100,99.92,99.01,84.04,11.48,74.93,,2.96
Bali,Kota Denpasar,2022,618064,662499,712815,778203,820512,96.77,96.88,96.92,96.68,96.77,5676,5686,5688,5946,6003,32740.22,32439.61,34066.71,36004.3,38001.22,19723,19598,19850,20128,20763,98.74,99.97,100,99.92,99.01,84.39,2026-05-11 00:00:00,75.3,,2.97
Bali,Kota Denpasar,2023,618064,662499,712815,778203,820512,96.77,96.88,96.92,96.68,96.77,5676,5686,5688,5946,6003,32740.22,32439.61,34066.71,36004.3,38001.22,19723,19598,19850,20128,20763,98.74,99.97,100,99.92,99.01,84.68,11.52,75.69,,2.68
Bali,Kota Denpasar,2024,618064,662499,712815,778203,820512,96.77,96.88,96.92,96.68,96.77,5676,5686,5688,5946,6003,32740.22,32439.61,34066.71,36004.3,38001.22,19723,19598,19850,20128,20763,98.74,99.97,100,99.92,99.01,85.11,11.53,76.01,,2.59
Nusa Tenggara Barat,Lombok Barat,2020,439595,466495,503509,546421,576478,88.85,89.22,90.41,90.65,90.66,685,694,806,816,829,10128.3,10472.21,10834.22,11379.48,11723.12,11304,11334,11754,11960,12431,69.57,74.1,75.74,77.81,79.62,68.2,6.41,66.94,,14.28
Nusa Tenggara Barat,Lombok Barat,2021,439595,466495,503509,546421,576478,88.85,89.22,90.41,90.65,90.66,685,694,806,816,829,10128.3,10472.21,10834.22,11379.48,11723.12,11304,11334,11754,11960,12431,69.57,74.1,75.74,77.81,79.62,68.61,6.42,67.19,,14.47
Nusa Tenggara Barat,Lombok Barat,2022,439595,466495,503509,546421,576478,88.85,89.22,90.41,90.65,90.66,685,694,806,816,829,10128.3,10472.21,10834.22,11379.48,11723.12,11304,11334,11754,11960,12431,69.57,74.1,75.74,77.81,79.62,69.41,2026-06-06 00:00:00,67.63,,13.39
Nusa Tenggara Barat,Lombok Barat,2023,439595,466495,503509,546421,576478,88.85,89.22,90.41,90.65,90.66,685,694,806,816,829,10128.3,10472.21,10834.22,11379.48,11723.12,11304,11334,11754,11960,12431,69.57,74.1,75.74,77.81,79.62,72.18,6.87,68.08,,13.67
Nusa Tenggara Barat,Lombok Barat,2024,439595,466495,503509,546421,576478,88.85,89.22,90.41,90.65,90.66,685,694,806,816,829,10128.3,10472.21,10834.22,11379.48,11723.12,11304,11334,11754,11960,12431,69.57,74.1,75.74,77.81,79.62,72.7,6.88,68.35,,12.65
Nusa Tenggara Barat,Lombok Tengah,2020,421439,447200,480657,520852,549400,87.17,87.19,88.33,88.72,88.78,885,898,913,932,949,11571,12037.48,12464.4,13183.34,13624.03,9952,9962,10470,10948,11531,84.23,79.14,82.1,83.18,85.31,66.43,6.28,66.21,,13.44
Nusa Tenggara Barat,Lombok Tengah,2021,421439,447200,480657,520852,549400,87.17,87.19,88.33,88.72,88.78,885,898,913,932,949,11571,12037.48,12464.4,13183.34,13624.03,9952,9962,10470,10948,11531,84.23,79.14,82.1,83.18,85.31,66.72,6.29,66.38,,13.44
Nusa Tenggara Barat,Lombok Tengah,2022,421439,447200,480657,520852,549400,87.17,87.19,88.33,88.72,88.78,885,898,913,932,949,11571,12037.48,12464.4,13183.34,13624.03,9952,9962,10470,10948,11531,84.23,79.14,82.1,83.18,85.31,67.57,6.44,66.75,,12.89
Nusa Tenggara Barat,Lombok Tengah,2023,421439,447200,480657,520852,549400,87.17,87.19,88.33,88.72,88.78,885,898,913,932,949,11571,12037.48,12464.4,13183.34,13624.03,9952,9962,10470,10948,11531,84.23,79.14,82.1,83.18,85.31,70.41,6.61,67.12,,12.93
Nusa Tenggara Barat,Lombok Tengah,2024,421439,447200,480657,520852,549400,87.17,87.19,88.33,88.72,88.78,885,898,913,932,949,11571,12037.48,12464.4,13183.34,13624.03,9952,9962,10470,10948,11531,84.23,79.14,82.1,83.18,85.31,71.19,6.73,67.32,,2026-07-12 00:00:00
Nusa Tenggara Barat,Lombok Timur,2020,447263,472304,503525,546404,583957,91.27,91.33,92.53,92.25,92.39,825,837,850,866,880,13974.02,14410.11,14867.73,15508.94,16160.3,9409,9450,9631,10152,10571,83.19,84.54,83.35,85.68,87.98,66.3,2026-07-06 00:00:00,65.97,,15.24
Nusa Tenggara Barat,Lombok Timur,2021,447263,472304,503525,546404,583957,91.27,91.33,92.53,92.25,92.39,825,837,850,866,880,13974.02,14410.11,14867.73,15508.94,16160.3,9409,9450,9631,10152,10571,83.19,84.54,83.35,85.68,87.98,66.66,6.71,66.16,,15.38
Nusa Tenggara Barat,Lombok Timur,2022,447263,472304,503525,546404,583957,91.27,91.33,92.53,92.25,92.39,825,837,850,866,880,13974.02,14410.11,14867.73,15508.94,16160.3,9409,9450,9631,10152,10571,83.19,84.54,83.35,85.68,87.98,67.59,2026-04-07 00:00:00,66.55,,15.14
Nusa Tenggara Barat,Lombok Timur,2023,447263,472304,503525,546404,583957,91.27,91.33,92.53,92.25,92.39,825,837,850,866,880,13974.02,14410.11,14867.73,15508.94,16160.3,9409,9450,9631,10152,10571,83.19,84.54,83.35,85.68,87.98,70.65,2026-12-07 00:00:00,66.95,,15.63
Nusa Tenggara Barat,Lombok Timur,2024,447263,472304,503525,546404,583957,91.27,91.33,92.53,92.25,92.39,825,837,850,866,880,13974.02,14410.11,14867.73,15508.94,16160.3,9409,9450,9631,10152,10571,83.19,84.54,83.35,85.68,87.98,71.48,7.36,67.2,,14.51
Nusa Tenggara Barat,Sumbawa,2020,369115,376307,404396,441977,477774,93.67,93.48,94.59,94.79,94.96,77,78,79,80,81,10032.95,10220.82,10548.58,10929.06,11269.83,9146,9167,9598,9981,10349,85.24,88.01,84.54,89.29,89.4,67.61,7.92,67.54,,13.65
Nusa Tenggara Barat,Sumbawa,2021,369115,376307,404396,441977,477774,93.67,93.48,94.59,94.79,94.96,77,78,79,80,81,10032.95,10220.82,10548.58,10929.06,11269.83,9146,9167,9598,9981,10349,85.24,88.01,84.54,89.29,89.4,68.01,8.15,67.73,,13.91
Nusa Tenggara Barat,Sumbawa,2022,369115,376307,404396,441977,477774,93.67,93.48,94.59,94.79,94.96,77,78,79,80,81,10032.95,10220.82,10548.58,10929.06,11269.83,9146,9167,9598,9981,10349,85.24,88.01,84.54,89.29,89.4,68.89,8.21,68.12,,2026-05-13 00:00:00
Nusa Tenggara Barat,Sumbawa,2023,369115,376307,404396,441977,477774,93.67,93.48,94.59,94.79,94.96,77,78,79,80,81,10032.95,10220.82,10548.58,10929.06,11269.83,9146,9167,9598,9981,10349,85.24,88.01,84.54,89.29,89.4,71.68,8.52,68.54,,13.91
Nusa Tenggara Barat,Sumbawa,2024,369115,376307,404396,441977,477774,93.67,93.48,94.59,94.79,94.96,77,78,79,80,81,10032.95,10220.82,10548.58,10929.06,11269.83,9146,9167,9598,9981,10349,85.24,88.01,84.54,89.29,89.4,72.36,8.59,68.81,,12.87
Nusa Tenggara Barat,Dompu,2020,362142,370120,404413,442451,469647,91.02,90.66,91.17,91.33,91.52,102,103,105,108,110,4896.65,4978.99,5125.83,5288.43,5479.92,8889,8899,9203,9404,9971,79.26,83.72,78.09,83.23,84.63,67.84,8.44,66.82,,12.16
Nusa Tenggara Barat,Dompu,2021,362142,370120,404413,442451,469647,91.02,90.66,91.17,91.33,91.52,102,103,105,108,110,4896.65,4978.99,5125.83,5288.43,5479.92,8889,8899,9203,9404,9971,79.26,83.72,78.09,83.23,84.63,68.45,8.72,66.99,,2026-06-12 00:00:00
Nusa Tenggara Barat,Dompu,2022,362142,370120,404413,442451,469647,91.02,90.66,91.17,91.33,91.52,102,103,105,108,110,4896.65,4978.99,5125.83,5288.43,5479.92,8889,8899,9203,9404,9971,79.26,83.72,78.09,83.23,84.63,69.15,8.73,67.36,,2026-04-12 00:00:00
Nusa Tenggara Barat,Dompu,2023,362142,370120,404413,442451,469647,91.02,90.66,91.17,91.33,91.52,102,103,105,108,110,4896.65,4978.99,5125.83,5288.43,5479.92,8889,8899,9203,9404,9971,79.26,83.72,78.09,83.23,84.63,71.77,8.97,67.76,,12.62
Nusa Tenggara Barat,Dompu,2024,362142,370120,404413,442451,469647,91.02,90.66,91.17,91.33,91.52,102,103,105,108,110,4896.65,4978.99,5125.83,5288.43,5479.92,8889,8899,9203,9404,9971,79.26,83.72,78.09,83.23,84.63,72.59,2026-04-09 00:00:00,67.99,,11.59
Nusa Tenggara Barat,Bima,2020,356352,363228,395040,429327,451386,91.5,91.87,92.44,92.2,92.33,117,119,125,127,129,7943.64,8085-07-01 00:00:00,8314.53,8640.92,8884.21,8468,8495,8699,8963,9418,81.83,81.04,83.33,85.24,87.9,66.3,7.78,66.33,,14.49
Nusa Tenggara Barat,Bima,2021,356352,363228,395040,429327,451386,91.5,91.87,92.44,92.2,92.33,117,119,125,127,129,7943.64,8085-07-01 00:00:00,8314.53,8640.92,8884.21,8468,8495,8699,8963,9418,81.83,81.04,83.33,85.24,87.9,66.66,7.91,66.5,,14.88
Nusa Tenggara Barat,Bima,2022,356352,363228,395040,429327,451386,91.5,91.87,92.44,92.2,92.33,117,119,125,127,129,7943.64,8085-07-01 00:00:00,8314.53,8640.92,8884.21,8468,8495,8699,8963,9418,81.83,81.04,83.33,85.24,87.9,67.57,8.17,66.87,,2026-05-14 00:00:00
Nusa Tenggara Barat,Bima,2023,356352,363228,395040,429327,451386,91.5,91.87,92.44,92.2,92.33,117,119,125,127,129,7943.64,8085-07-01 00:00:00,8314.53,8640.92,8884.21,8468,8495,8699,8963,9418,81.83,81.04,83.33,85.24,87.9,70.33,8.29,67.27,,14.39
Nusa Tenggara Barat,Bima,2024,356352,363228,395040,429327,451386,91.5,91.87,92.44,92.2,92.33,117,119,125,127,129,7943.64,8085-07-01 00:00:00,8314.53,8640.92,8884.21,8468,8495,8699,8963,9418,81.83,81.04,83.33,85.24,87.9,70.99,2026-03-08 00:00:00,67.52,,13.88
Nusa Tenggara Barat,Sumbawa Barat,2020,489863,499013,518619,565599,611142,92.77,92.8,93.82,93.48,93.61,79,80,87,88,89,16470.71,16415.89,20379.44,18265.35,20458.11,11536,11548,11987,12214,12841,97.76,92.93,97.18,99.45,98.09,71.63,8.66,68.07,,13.34
Nusa Tenggara Barat,Sumbawa Barat,2021,489863,499013,518619,565599,611142,92.77,92.8,93.82,93.48,93.61,79,80,87,88,89,16470.71,16415.89,20379.44,18265.35,20458.11,11536,11548,11987,12214,12841,97.76,92.93,97.18,99.45,98.09,71.85,8.72,68.31,,13.54
Nusa Tenggara Barat,Sumbawa Barat,2022,489863,499013,518619,565599,611142,92.77,92.8,93.82,93.48,93.61,79,80,87,88,89,16470.71,16415.89,20379.44,18265.35,20458.11,11536,11548,11987,12214,12841,97.76,92.93,97.18,99.45,98.09,72.65,2026-09-08 00:00:00,68.74,,2026-02-13 00:00:00
Nusa Tenggara Barat,Sumbawa Barat,2023,489863,499013,518619,565599,611142,92.77,92.8,93.82,93.48,93.61,79,80,87,88,89,16470.71,16415.89,20379.44,18265.35,20458.11,11536,11548,11987,12214,12841,97.76,92.93,97.18,99.45,98.09,74.84,8.98,69.2,,12.95
Nusa Tenggara Barat,Sumbawa Barat,2024,489863,499013,518619,565599,611142,92.77,92.8,93.82,93.48,93.61,79,80,87,88,89,16470.71,16415.89,20379.44,18265.35,20458.11,11536,11548,11987,12214,12841,97.76,92.93,97.18,99.45,98.09,75.52,8.99,69.54,,12.23
Nusa Tenggara Barat,Lombok Utara,2020,451721,478906,514755,556462,594789,85.44,85.54,86.33,85.88,86.04,306,311,316,318,322,3217.77,3262.16,3376-02-01 00:00:00,3548.23,3699.96,9006,9057,9433,9785,10272,86.22,79.23,81.44,84.72,85.88,64.42,5.91,67.17,,26.99
Nusa Tenggara Barat,Lombok Utara,2021,451721,478906,514755,556462,594789,85.44,85.54,86.33,85.88,86.04,306,311,316,318,322,3217.77,3262.16,3376-02-01 00:00:00,3548.23,3699.96,9006,9057,9433,9785,10272,86.22,79.23,81.44,84.72,85.88,64.77,2026-04-06 00:00:00,67.36,,2026-04-27 00:00:00
Nusa Tenggara Barat,Lombok Utara,2022,451721,478906,514755,556462,594789,85.44,85.54,86.33,85.88,86.04,306,311,316,318,322,3217.77,3262.16,3376-02-01 00:00:00,3548.23,3699.96,9006,9057,9433,9785,10272,86.22,79.23,81.44,84.72,85.88,65.7,2026-03-06 00:00:00,67.75,,25.93
Nusa Tenggara Barat,Lombok Utara,2023,451721,478906,514755,556462,594789,85.44,85.54,86.33,85.88,86.04,306,311,316,318,322,3217.77,3262.16,3376-02-01 00:00:00,3548.23,3699.96,9006,9057,9433,9785,10272,86.22,79.23,81.44,84.72,85.88,68.02,6.39,68.17,,2026-08-25 00:00:00
Nusa Tenggara Barat,Lombok Utara,2024,451721,478906,514755,556462,594789,85.44,85.54,86.33,85.88,86.04,306,311,316,318,322,3217.77,3262.16,3376-02-01 00:00:00,3548.23,3699.96,9006,9057,9433,9785,10272,86.22,79.23,81.44,84.72,85.88,68.64,2026-04-06 00:00:00,68.43,,23.96
Nusa Tenggara Barat,Kota Mataram,2020,499959,524762,562661,616536,657667,92.79,92.79,93.04,93.3,93.32,7009,7048,7189,7301,7365,13049.74,13475.91,13951.85,14581.39,15182.76,14968,14999,15416,15894,16514,91.45,91.63,91.36,89.57,89.72,78.91,9.46,71.76,,8.47
Nusa Tenggara Barat,Kota Mataram,2021,499959,524762,562661,616536,657667,92.79,92.79,93.04,93.3,93.32,7009,7048,7189,7301,7365,13049.74,13475.91,13951.85,14581.39,15182.76,14968,14999,15416,15894,16514,91.45,91.63,91.36,89.57,89.72,79.14,9.54,71.88,,8.65
Nusa Tenggara Barat,Kota Mataram,2022,499959,524762,562661,616536,657667,92.79,92.79,93.04,93.3,93.32,7009,7048,7189,7301,7365,13049.74,13475.91,13951.85,14581.39,15182.76,14968,14999,15416,15894,16514,91.45,91.63,91.36,89.57,89.72,79.59,9.55,72.2,,8.63
Nusa Tenggara Barat,Kota Mataram,2023,499959,524762,562661,616536,657667,92.79,92.79,93.04,93.3,93.32,7009,7048,7189,7301,7365,13049.74,13475.91,13951.85,14581.39,15182.76,14968,14999,15416,15894,16514,91.45,91.63,91.36,89.57,89.72,81.15,9.56,72.55,,8.62
Nusa Tenggara Barat,Kota Mataram,2024,499959,524762,562661,616536,657667,92.79,92.79,93.04,93.3,93.32,7009,7048,7189,7301,7365,13049.74,13475.91,13951.85,14581.39,15182.76,14968,14999,15416,15894,16514,91.45,91.63,91.36,89.57,89.72,81.64,9.58,72.75,,8
Nusa Tenggara Barat,Kota Bima,2020,383161,399193,432959,471841,496096,96.41,96.41,96.95,96.9,96.88,698,703,757,776,787,2879.23,2939.15,3018-04-01 00:00:00,3174-09-01 00:00:00,3302-03-01 00:00:00,11105,11135,11395,11740,12362,88.32,90.68,90.23,92.65,93.63,75.81,10.49,70.38,,8.35
Nusa Tenggara Barat,Kota Bima,2021,383161,399193,432959,471841,496096,96.41,96.41,96.95,96.9,96.88,698,703,757,776,787,2879.23,2939.15,3018-04-01 00:00:00,3174-09-01 00:00:00,3302-03-01 00:00:00,11105,11135,11395,11740,12362,88.32,90.68,90.23,92.65,93.63,76.11,10.65,70.5,,8.88
Nusa Tenggara Barat,Kota Bima,2022,383161,399193,432959,471841,496096,96.41,96.41,96.95,96.9,96.88,698,703,757,776,787,2879.23,2939.15,3018-04-01 00:00:00,3174-09-01 00:00:00,3302-03-01 00:00:00,11105,11135,11395,11740,12362,88.32,90.68,90.23,92.65,93.63,76.84,10.94,70.83,,2026-08-08 00:00:00
Nusa Tenggara Barat,Kota Bima,2023,383161,399193,432959,471841,496096,96.41,96.41,96.95,96.9,96.88,698,703,757,776,787,2879.23,2939.15,3018-04-01 00:00:00,3174-09-01 00:00:00,3302-03-01 00:00:00,11105,11135,11395,11740,12362,88.32,90.68,90.23,92.65,93.63,78.24,10.95,71.19,,8.67
Nusa Tenggara Barat,Kota Bima,2024,383161,399193,432959,471841,496096,96.41,96.41,96.95,96.9,96.88,698,703,757,776,787,2879.23,2939.15,3018-04-01 00:00:00,3174-09-01 00:00:00,3302-03-01 00:00:00,11105,11135,11395,11740,12362,88.32,90.68,90.23,92.65,93.63,78.91,10.96,71.41,,2026-12-08 00:00:00
Nusa Tenggara Timur,Sumba Barat,2020,358252,364361,395592,422382,441428,94.61,94.16,94.58,94.82,95.06,197,201,207,201,205,1437.37,1452.22,1499.16,1554.46,1612.73,7321,7307,7627,7993,8243,46.56,54.33,52.84,58.83,60.76,65.13,2026-06-06 00:00:00,67.08,,28.17
Nusa Tenggara Timur,Sumba Barat,2021,358252,364361,395592,422382,441428,94.61,94.16,94.58,94.82,95.06,197,201,207,201,205,1437.37,1452.22,1499.16,1554.46,1612.73,7321,7307,7627,7993,8243,46.56,54.33,52.84,58.83,60.76,65.44,6.84,67.12,,28.39
Nusa Tenggara Timur,Sumba Barat,2022,358252,364361,395592,422382,441428,94.61,94.16,94.58,94.82,95.06,197,201,207,201,205,1437.37,1452.22,1499.16,1554.46,1612.73,7321,7307,7627,7993,8243,46.56,54.33,52.84,58.83,60.76,66.03,6.85,67.35,,27.47
Nusa Tenggara Timur,Sumba Barat,2023,358252,364361,395592,422382,441428,94.61,94.16,94.58,94.82,95.06,197,201,207,201,205,1437.37,1452.22,1499.16,1554.46,1612.73,7321,7307,7627,7993,8243,46.56,54.33,52.84,58.83,60.76,66.82,6.92,67.57,,27.17
Nusa Tenggara Timur,Sumba Barat,2024,358252,364361,395592,422382,441428,94.61,94.16,94.58,94.82,95.06,197,201,207,201,205,1437.37,1452.22,1499.16,1554.46,1612.73,7321,7307,7627,7993,8243,46.56,54.33,52.84,58.83,60.76,67.7,7.17,67.72,,26.52
Nusa Tenggara Timur,Sumba Timur,2020,370487,375859,414832,443502,460384,96.16,95.93,96.36,96.07,96.24,35,35,36,37,37,3966-02-01 00:00:00,4011.75,4117-07-01 00:00:00,4245-07-01 00:00:00,4402-05-01 00:00:00,9406,9354,9641,10008,10280,53.31,69.06,59.76,61.81,65.88,68.2,2026-12-07 00:00:00,65.13,,29.65
Nusa Tenggara Timur,Sumba Timur,2021,370487,375859,414832,443502,460384,96.16,95.93,96.36,96.07,96.24,35,35,36,37,37,3966-02-01 00:00:00,4011.75,4117-07-01 00:00:00,4245-07-01 00:00:00,4402-05-01 00:00:00,9406,9354,9641,10008,10280,53.31,69.06,59.76,61.81,65.88,68.42,7.32,65.16,,29.68
Nusa Tenggara Timur,Sumba Timur,2022,370487,375859,414832,443502,460384,96.16,95.93,96.36,96.07,96.24,35,35,36,37,37,3966-02-01 00:00:00,4011.75,4117-07-01 00:00:00,4245-07-01 00:00:00,4402-05-01 00:00:00,9406,9354,9641,10008,10280,53.31,69.06,59.76,61.81,65.88,68.82,7.33,65.38,,28.22
Nusa Tenggara Timur,Sumba Timur,2023,370487,375859,414832,443502,460384,96.16,95.93,96.36,96.07,96.24,35,35,36,37,37,3966-02-01 00:00:00,4011.75,4117-07-01 00:00:00,4245-07-01 00:00:00,4402-05-01 00:00:00,9406,9354,9641,10008,10280,53.31,69.06,59.76,61.81,65.88,69.63,7.57,65.82,,2026-08-28 00:00:00
Nusa Tenggara Timur,Sumba Timur,2024,370487,375859,414832,443502,460384,96.16,95.93,96.36,96.07,96.24,35,35,36,37,37,3966-02-01 00:00:00,4011.75,4117-07-01 00:00:00,4245-07-01 00:00:00,4402-05-01 00:00:00,9406,9354,9641,10008,10280,53.31,69.06,59.76,61.81,65.88,70.28,7.77,66.05,,2026-04-27 00:00:00
Nusa Tenggara Timur,Kupang,2020,379600,386577,425750,471901,486458,88.23,88.06,88.27,88.59,89.03,66,67,69,73,74,4754.94,4885.92,5023.19,5205.64,5381.72,7526,7476,7776,8220,8508,75.73,74.92,78.15,76.42,73.34,66.0,7.38,64.63,,22.77
Nusa Tenggara Timur,Kupang,2021,379600,386577,425750,471901,486458,88.23,88.06,88.27,88.59,89.03,66,67,69,73,74,4754.94,4885.92,5023.19,5205.64,5381.72,7526,7476,7776,8220,8508,75.73,74.92,78.15,76.42,73.34,66.08,7.39,64.91,,22.98
Nusa Tenggara Timur,Kupang,2022,379600,386577,425750,471901,486458,88.23,88.06,88.27,88.59,89.03,66,67,69,73,74,4754.94,4885.92,5023.19,5205.64,5381.72,7526,7476,7776,8220,8508,75.73,74.92,78.15,76.42,73.34,66.72,7.41,65.28,,2026-07-21 00:00:00
Nusa Tenggara Timur,Kupang,2023,379600,386577,425750,471901,486458,88.23,88.06,88.27,88.59,89.03,66,67,69,73,74,4754.94,4885.92,5023.19,5205.64,5381.72,7526,7476,7776,8220,8508,75.73,74.92,78.15,76.42,73.34,67.51,7.42,65.64,,21.78
Nusa Tenggara Timur,Kupang,2024,379600,386577,425750,471901,486458,88.23,88.06,88.27,88.59,89.03,66,67,69,73,74,4754.94,4885.92,5023.19,5205.64,5381.72,7526,7476,7776,8220,8508,75.73,74.92,78.15,76.42,73.34,68.26,7.62,65.95,,21.37
Nusa Tenggara Timur,Timor Tengah Selatan,2020,338099,344239,382167,420783,436707,94.91,94.95,95.17,95.56,95.96,115,116,116,121,122,4769.17,4883.87,5035.91,5197.44,5372.52,6861,6839,7118,7450,7755,49.81,50.15,60.52,67.93,70.72,63.97,6.73,66.42,,27.49
Nusa Tenggara Timur,Timor Tengah Selatan,2021,338099,344239,382167,420783,436707,94.91,94.95,95.17,95.56,95.96,115,116,116,121,122,4769.17,4883.87,5035.91,5197.44,5372.52,6861,6839,7118,7450,7755,49.81,50.15,60.52,67.93,70.72,63.97,6.74,66.46,,26.64
Nusa Tenggara Timur,Timor Tengah Selatan,2022,338099,344239,382167,420783,436707,94.91,94.95,95.17,95.56,95.96,115,116,116,121,122,4769.17,4883.87,5035.91,5197.44,5372.52,6861,6839,7118,7450,7755,49.81,50.15,60.52,67.93,70.72,64.54,6.76,66.68,,25.45
